title,Departments,keywords
Intelligence vs. the Athlete: a Content Analysis of ESPN's Coverage of NFL Quarterbacks By Race,Sociology and Anthropology,"stacking, race in professional sports, racism, media"
"Tuning Togetherness:  Negotiating Senses of Place and Community Through Street Performance in Little Five Points, Atlanta",Sociology and Anthropology,"Street, Musician, Busker, Findley, Plaza, Little, Five, Points, Atlanta, Georgia, Place, Community, Identity"
Powers Beyond Performance: An Exploration of Taksu and Its Role in Relation to Balinese Performances,Sociology and Anthropology,"taksu, bali, performance, culture, performing arts, shadow puppetry, music, dance, audience-performer connection, rites of passage, liminality, multifaceted"
The Smartphone Self,Sociology and Anthropology,"technology, cyborg, phone, smartphone, Sociology and Anthropology, ethnography"
"An Investigation of the Relationship Between Young Adult Substance Use Behavior, Gender, Peer Influence, and Implications for Future Prevention Programs",Sociology and Anthropology,"The College of Wooster, Senior IS"
"Parental School Choice: Public, Private, and Charter School Quality and Decision Making",Sociology and Anthropology,"The College of Wooster, Senior IS"
Comparative Analysis of Two Public High Schools in the Youngstown City School District,Sociology and Anthropology,tracking
"Planting Seeds, Growing Youth: An Ethnographic Study of the Role of Urban Agriculture in the Dudley Neighborhood of Boston, MA",Sociology and Anthropology,"Urban Agriculture, Community Development, Neighborhood Revitalization"
How Organizational Contexts Influence Success and the Actualization of Benefits for Urban Farms in Cleveland,Sociology and Anthropology,"urban agriculture, food desert, community development"
"Community, Risk, and Vaccines: An Ethnographic Examination of the Debate on Vaccination",Sociology and Anthropology,"vaccines, vaccination, biosociality, risk analysis, ethnography"
The Social Construction of Victimhood: Where the Just World Theory Intersects with the Cultural Conception of the Ideal Victim,Sociology and Anthropology,"victim, sexual assault, perception"
Getting What You Paid For: The Importance of Understanding Voluntourism as a Commodity and the Social Exchanges Within,Sociology and Anthropology,"Volunteer, Tourism, Voluntourism, NGOs, Commodification, Reciprocity, Recognition, Exchange, Neoliberalism, Travel"
"An Evaluation of Cattle on the Lives of Farmers in Wayne County, Ohio",Sociology and Anthropology,"wayne county, cattle, farmer, agriculture, identity"
"Max Weber Meets Michel Foucault, and Society Ensues: ""Charisma"" and ""Parrhesia"" in Societal Evolution, and Other Musings",Sociology and Anthropology,"weber, foucault, charisma, politics as a vocation, parrhesia, arendt"
Being Amma in America: : A Study of the Relationship Between Motherhood and Religion in Hindu Communities of the United States,Sociology and Anthropology,"Women and religion, Hinduism, Immigrant"
Bridging the Gap: A Study of the Effects of After-School Programming On the Social Inequalities in the System of Education,Sociology and Anthropology; Education,"Education, Public Schools, After-School Programming, Social Inequality, Poverty"
Buzzkill: Beekeepers’ Understanding of the Environment through the lens of Colony Collapse Disorder,Sociology and Anthropology; Environmental Studies,"Beekeepers, colony collapse disorder, bees, pesticides, environmental sociology"
"Determining Environmental Consciousness  of the ""Post-Wende"" Generation in Germany",Sociology and Anthropology; German Studies,"environment, consciousness, germany, environmentalism"
Cooperation Not Cooption: Organizing Strategies For Food Justice in Youngstown Ohio,Sociology and Anthropology; Political Science,"food justice, food deserts, youngstown, food literacy, cooperation, urban agriculture, grocery store"
You Are What You Smoke: Redefining Latino Addict Identities in Memoirs,Sociology and Anthropology; Spanish,"Addiction, Addict, Memoir, Autonarrative, Latino, Latina, Identity, Drugs"
Normalizing Abnormality: An Exploration of Social Forces Driving Gendered Disparity in Rates of Anxiety Disorder Diagnoses,"Sociology and Anthropology; Women’s, Gender, and Sexuality Studies","anxiety, anxiety disorder, mental health, women, gender"
"Beer, Muscles, and Show Tunes?: Gender Policing and Adherence to Hegemonic Masculinity among College-aged Men","Sociology and Anthropology; Women’s, Gender, and Sexuality Studies","Hegemonic Masculinity, Gender Policing, Policing Masculinity, Gender Deviance"
Once Upon the Fifteenth Year: An Exploration of Identity Formation Within the Cultural Practice of Quinceañeras in Contemporary Nicaragua,"Sociology and Anthropology; Women’s, Gender, and Sexuality Studies","Quinceañera, quince años, coming of age, rite of passage, gender, cultural practice, Nicaragua, Latin America, Central America, performance, performativity, policing, intersectionality, cultural essentialism, womanhood, girlhood, gender performance, cultural complexity, identity formation"
"A Dress is Not a Yes: A Feminist and Sociological Analysis of Slutwalk as a Response to the Politics of Victimization - A Longitudinal Analysis of the Population of Grand Forks, North Datoka Since the 1997 Red River Flood","Sociology and Anthropology; Women’s, Gender, and Sexuality Studies","slutwalk, feminist, activism, violence against women, victimization"
Cervantes y Velázquez: Dos artistas revolucionarios y cómo exploraron  los mismos conceptos en sus técnicas diferentes,Spanish,"Cervantes, Velázquez, Don Quijote, Las Meninas, Las Hilanderas, Las Lanzas, La Metaficción"
Cuándo El Aspecto Cambia El Código En La Literatura,Spanish,"Imperfect and preterite, code-changing"
La Preservación y la Reconstrucción de la Identidad Judío-Argentina a Través de la Memoria y los Museos,Spanish,"Jewish, Argentine, Identity, Construction, Preservation, Museums"
"Intertextos Caninos: ""El Coloquio de los Perros"" de Miguel de Cervantes y ""Palabra de Perro"" de Juan Mayorga",Spanish,"Juan Mayorga, caninos, perros, Miguel de Cervantes, el coloquio de los perros, Palabra de perro, critica social, humildad, humilde"
"Navegando por lugares, redefiniendo espacios: un ánalisis de las voces latinas en la nueva zona fronteriza de Apalaches",Spanish,"U.S. Latino Literature, Spanish, Appalachia, Hispanic"
Tuteo o Ustedeo: un Estudio de las Formas de Tratamiento en las Publicidades de Escaparates / Tutoiement ou Vouvoiement: une Etude des Formes d'Adresse dans les Publicités des Vitrines,Spanish; French and Francophone Studies,"Forms of address, pronouns, politeness theory, language of advertising, tu, vous, tú, usted, storefront advertisements"
La vida es a Dream: The nuances of acting a translation explored through Calderón de la Barca’s Life is a Dream.,Spanish; Theatre and Dance,Translation
“But I Hope You’re Not Offended”: A Look at Bruce Norris’ Clybourne Park Through the Structural Perspective of Critical Race Theory,Theatre and Dance,"A Raisin the Sun, Lorraine Hansberry, Bruce Norris, Clybourne Park, Critical Race Theory"
"“And don't forget that poetry is language for its own sake:” In-yer-Face Theatre, Sarah Kane, and Crave",Theatre and Dance,"In-yer-Face Theatre, Sarah Kane, directing"
From the Outside In: a Comparative Analysis of Performance Techniques,Theatre and Dance,"performance technique, stage performance, vocal performance, alexander technique, bartenieff fundamentals"
Process and Performance: a Study of Solo and Collaborative Performance and Their Compositional Methods,Theatre and Dance,"performance, composition, process, solo, collaborative"
Rehearsing Realities Through Storytelling: An Application of R.A.C.E. of Albany Park Theatre Project's Production and Performance Process of HOME/LAND,Theatre and Dance,"R.A.C.E., race, critical race theory, cultural theory, Albany Park Theatre Project, APTP, Audience, Actor, Storyteller"
Let's Do the Time Warp Again: a Study of Rituals and Themes That Keep the Cult Phenomenon of the Rocky Horror Picture Show Alive,Theatre and Dance,"rocky horror picture show, gender, sexuality, ritual, religion"
"""And don't forget that poetry is language for its own sake:"" In-yer-Face Theatre, Sarah Kane, and Crave",Theatre and Dance,"Sarah Kane, Crave, In-yer-Face Theatre"
Scenic Design and Cultural Space: Towards a Communicative and Heterogeneous Space,Theatre and Dance,"Scenic Design, CAAD, intercultural, kote-tlon, dama, Bamana, Dogon"
Designer As Dramaturg: a Critical Look at the Design Process and Its Possibilities Through the Production of Ernesto Anaya's Las Meninas,Theatre and Dance,"set design, theatre, dramaturgy, collaboration, design process"
Rethinking the Role: An Alternative Stage Management Method,Theatre and Dance,"stage management, production process"
These Boots Are Made For Rocking: a Study in Costuming,Theatre and Dance,"theatre, costuming, rock and roll, semiotics, fashion theory, design, performance"
